age,gender,race,span_hisp_latin,marital_status,education_level,active_certification_license,disability,health_status,insurance_coverage_flag,citizenship,birth_country,immigration_period,employed_or_not,worker_class,industry,total_income,taxable_income,poverty_category,child_outside_household,child_support_flag,annual_child_support,household_status,metropolitan_status,state,region,household_income,financial_assistance_flag
26,1,1,2,7,43,2,2,2,1,1,57,0,1,1,4,44000,30000,4,2,0,0,1,2,56,4,44000,2
26,1,1,2,1,39,2,2,1,1,1,57,0,1,1,2,120000,96000,4,1,1,5748,1,2,56,4,120000,2
24,1,1,2,7,39,2,2,2,1,1,57,0,1,1,12,37000,25000,4,2,0,0,1,2,56,4,140002,2
35,2,1,2,6,39,2,2,3,1,1,57,0,1,6,12,20000,470,2,2,0,0,1,2,56,4,20000,2
38,2,1,2,1,39,2,2,3,1,1,57,0,1,5,12,92960,0,4,2,0,0,2,2,56,4,157960,2
36,2,1,2,1,39,2,2,1,1,1,57,0,1,4,10,15802,0,4,2,0,0,2,2,56,4,88802,2
25,1,1,2,7,40,1,2,1,1,1,57,0,1,1,3,78146,50475,4,2,0,0,1,1,56,4,78146,2
31,2,1,2,5,39,2,2,5,1,1,57,0,6,0,0,20640,0,1,2,0,0,1,1,56,4,20640,2
32,2,1,2,5,40,2,2,1,1,1,57,0,1,1,10,35150,17050,3,2,0,0,1,1,56,4,35150,2
29,2,1,2,7,42,2,2,1,2,1,57,0,1,1,10,24005,6005,4,2,0,0,1,1,56,4,24005,1
36,2,1,1,1,43,1,2,2,1,1,57,0,7,0,0,602,65904,4,2,0,0,1,1,56,4,89904,2
30,1,1,2,3,39,2,2,2,1,1,57,0,1,1,2,35060,17060,4,2,0,0,1,1,56,4,35061,2
36,2,1,2,1,44,1,2,2,1,1,57,0,1,4,10,63001,55165,4,2,0,0,1,1,56,4,86202,2
29,1,1,2,7,40,2,1,3,1,1,57,0,1,4,11,30001,18001,4,2,0,0,1,1,56,4,30001,2
26,2,1,2,1,40,2,2,3,1,1,57,0,7,0,0,0,16000,4,2,0,0,1,1,56,4,40000,2
35,2,1,2,5,40,2,2,4,1,1,57,0,1,1,2,43600,2200,4,2,0,0,1,1,56,4,43600,1
25,2,1,2,7,43,2,2,2,1,1,57,0,1,1,10,70930,55650,4,2,0,0,5,1,56,4,154935,2
34,1,1,2,1,42,2,2,4,1,1,57,0,1,1,3,25000,1500,2,2,0,0,1,1,56,4,26130,2
27,2,2,2,1,39,2,2,3,1,1,57,0,7,0,0,1130,0,2,2,0,0,2,1,56,4,26130,2
36,2,1,2,7,40,2,1,5,1,1,57,0,1,1,10,44940,0,4,2,0,0,1,1,56,4,44940,2
26,2,1,2,3,43,1,2,1,1,1,57,0,1,1,10,77701,50101,4,2,0,0,1,1,56,4,156429,2
26,1,1,2,7,39,1,2,2,1,1,57,0,1,1,10,26000,14000,4,2,0,0,1,1,56,4,26000,2
23,1,1,2,6,39,2,2,3,2,1,57,0,1,1,8,33001,21001,4,2,0,0,1,1,56,4,33001,2
32,2,1,2,1,42,2,2,2,1,1,57,0,7,0,0,21290,16000,4,2,0,0,1,1,56,4,88990,2
31,1,1,2,1,40,1,2,2,1,1,57,0,1,1,3,65200,0,4,2,0,0,2,1,56,4,88990,2
31,1,1,2,7,37,2,1,3,1,1,57,0,1,1,11,30000,18000,4,2,0,0,1,1,56,4,30000,2
32,1,1,2,7,43,1,2,1,1,1,57,0,2,1,10,40000,28000,4,2,0,0,1,1,56,4,40000,2
30,2,4,2,7,44,1,2,3,1,1,57,0,1,1,10,52520,40520,4,2,0,0,1,1,56,4,52520,2
37,2,1,2,1,44,1,2,1,1,1,57,0,1,1,8,50700,0,4,2,0,0,2,1,56,4,120700,2
24,2,1,2,3,43,1,2,1,1,1,57,0,1,1,8,25002,13002,4,2,0,0,1,1,56,4,51354,2
27,2,1,2,6,37,2,1,3,1,1,57,0,7,0,0,16000,0,1,2,0,0,1,1,56,4,16000,2
25,1,1,2,7,44,2,2,2,1,1,57,0,1,1,12,45352,33352,4,2,0,0,1,1,56,4,45352,2
28,1,1,2,1,39,1,2,2,1,1,57,0,1,1,2,74000,89001,4,2,0,0,1,1,56,4,113001,2
25,2,1,2,1,39,2,2,2,1,1,57,0,1,1,2,39001,0,4,2,0,0,2,1,56,4,113001,2
29,2,1,1,7,39,2,1,4,1,1,57,0,6,0,0,9492,0,1,2,0,0,1,1,56,4,9492,2
38,1,1,2,7,41,2,2,2,2,1,57,0,1,1,9,34202,22202,4,1,1,2500,1,1,56,4,34202,2
25,2,1,2,1,40,2,2,2,1,1,57,0,2,4,10,15250,36250,4,2,0,0,1,1,56,4,60250,2
26,1,1,1,1,40,2,2,2,1,1,57,0,1,1,2,45000,0,4,2,0,0,2,1,56,4,60250,2
25,1,1,2,1,43,2,2,2,1,1,57,0,7,0,0,50001,6002,4,2,0,0,1,1,56,4,90002,1
25,2,1,2,1,44,1,2,2,1,1,57,0,4,3,3,40001,0,4,2,0,0,2,1,56,4,90002,1
31,1,1,2,1,39,1,2,3,1,1,57,0,1,1,3,41150,17151,3,2,0,0,1,1,56,4,41151,2
30,2,1,2,1,39,2,2,3,1,1,57,0,7,0,0,1,0,3,2,0,0,2,1,56,4,41151,2
34,1,1,2,1,40,1,2,1,1,1,57,0,1,1,6,120000,96000,4,2,0,0,1,1,56,4,120000,2
35,2,1,2,1,39,2,2,3,1,1,57,0,7,0,0,0,0,4,2,0,0,2,1,56,4,120000,2
34,2,1,2,7,40,2,1,3,1,1,57,0,1,3,8,33066,21066,4,2,0,0,1,1,56,4,30966,2
27,2,1,2,7,39,2,1,1,1,1,57,0,1,1,5,40001,22001,4,2,0,0,1,1,56,4,190001,2
33,1,1,2,1,39,2,2,2,2,1,57,0,1,1,4,35060,51160,4,2,0,0,1,1,56,4,75160,2
34,2,1,2,1,39,2,1,2,2,1,57,0,1,1,10,40100,0,4,2,0,0,2,1,56,4,75160,2
36,2,1,1,1,40,1,2,2,1,1,57,0,1,6,8,20001,0,4,2,0,0,2,1,56,4,95014,2
23,2,1,2,7,36,2,2,3,2,1,57,0,1,1,10,12100,0,1,2,0,0,1,1,56,4,23100,2
38,2,1,2,1,44,1,2,2,1,1,57,0,1,1,10,52005,0,4,2,0,0,2,1,56,4,68005,2
30,2,1,1,7,39,2,2,4,1,1,57,0,4,1,5,20280,8000,4,2,0,0,5,1,56,4,143280,2
26,2,1,1,7,41,1,2,2,1,1,57,0,1,1,5,35110,17110,4,2,0,0,1,1,56,4,35110,2
36,1,1,2,1,40,2,2,2,1,1,57,0,1,1,2,240386,216392,4,2,0,0,1,1,56,4,240392,2
33,2,1,2,1,42,2,2,2,1,1,57,0,7,0,0,6,0,4,2,0,0,2,1,56,4,240392,2
28,2,1,2,5,39,1,2,2,2,1,57,0,1,1,5,11200,0,4,2,0,0,6,1,56,4,55538,2
33,1,1,2,1,42,2,1,2,1,1,57,0,6,0,0,46200,39201,4,2,0,0,1,1,56,4,111801,2
34,2,1,2,1,42,2,2,3,1,1,57,0,1,1,2,65601,0,4,2,0,0,2,1,56,4,111801,2
29,2,1,2,1,40,1,2,2,1,1,57,0,7,0,0,5,4005,1,2,0,0,1,1,56,4,28005,2
30,1,1,2,1,39,2,2,3,1,1,57,0,1,1,12,28000,0,1,2,0,0,2,1,56,4,28005,2
34,2,1,2,1,43,2,2,3,1,1,57,0,1,3,10,43202,119214,4,2,0,0,1,1,56,4,143215,2
38,1,1,2,1,39,2,2,3,1,1,57,0,1,6,12,100013,0,4,2,0,0,2,1,56,4,143215,2
36,2,1,2,6,42,2,1,4,1,1,57,0,6,0,0,1,0,1,1,2,0,1,1,56,4,1,2
31,1,4,2,5,46,1,2,2,2,5,207,21,1,1,10,52665,40665,4,2,0,0,1,1,56,4,52665,2
30,2,1,2,1,44,1,2,2,1,1,57,0,1,1,5,180503,205810,4,2,0,0,1,1,56,4,232510,2
30,1,1,1,1,39,2,2,2,1,1,57,0,1,4,13,52007,0,4,2,0,0,2,1,56,4,232510,2
29,2,1,2,7,42,1,2,2,1,1,57,0,1,1,10,60251,44791,4,2,0,0,5,1,56,4,151656,2
27,2,1,2,7,43,2,2,2,1,1,57,0,7,0,0,0,0,4,2,0,0,5,1,56,4,151656,2
27,1,1,1,7,33,2,2,1,1,1,57,0,1,1,3,0,0,4,2,0,0,5,1,56,4,75003,2
27,2,1,1,7,36,2,2,1,1,1,57,0,7,0,0,0,0,4,2,0,0,5,1,56,4,75003,2
37,2,1,1,4,44,1,2,3,1,1,57,0,1,4,10,65306,47306,4,2,0,0,1,1,56,4,68021,2
37,1,1,2,1,39,2,2,2,1,1,57,0,1,1,2,139005,153014,4,2,0,0,1,1,56,4,184710,2
37,2,1,2,1,42,1,2,2,1,1,57,0,1,6,12,45705,0,4,2,0,0,2,1,56,4,184710,2
33,2,1,2,7,44,2,2,1,1,1,57,0,1,1,10,55302,40302,4,2,0,0,1,1,56,4,55302,2
28,1,1,2,1,40,2,2,2,1,1,57,0,1,1,8,11000,5000,3,2,0,0,1,1,56,4,29000,2
27,2,1,2,1,43,1,2,2,1,1,57,0,1,1,10,18000,0,3,2,0,0,2,1,56,4,29000,2
31,1,1,2,7,42,2,2,1,1,1,57,0,1,1,5,30006,18006,4,2,0,0,1,1,56,4,30006,2
23,1,1,2,7,41,1,2,2,1,1,57,0,1,1,7,44350,32350,4,2,0,0,1,1,56,4,72851,2
35,2,1,2,1,41,2,2,4,1,1,57,0,7,0,0,0,2720,1,2,0,0,1,1,56,4,26720,2
28,1,1,2,1,39,2,2,3,1,1,57,0,1,1,11,26720,0,1,2,0,0,2,1,56,4,26720,2
27,1,1,2,1,41,1,2,2,1,1,57,0,1,5,9,40003,138013,4,2,0,0,1,1,56,4,162013,2
27,2,1,2,1,43,2,2,2,1,1,57,0,1,1,4,122010,0,4,2,0,0,2,1,56,4,162013,2
38,2,1,2,1,42,1,2,1,1,1,57,0,1,5,12,76001,154066,4,2,0,0,1,1,56,4,178066,2
29,1,1,2,1,43,2,2,2,1,1,57,0,1,1,12,52646,55668,4,2,0,0,1,1,56,4,79538,2
27,2,1,2,1,43,2,2,2,1,1,57,0,1,1,10,26892,0,4,2,0,0,2,1,56,4,79538,2
26,1,1,2,7,39,1,2,2,1,1,57,0,1,1,9,1700,0,1,2,0,0,1,1,56,4,1700,2
36,1,1,2,2,40,2,2,1,1,1,57,0,1,1,5,61121,100142,4,2,0,0,1,1,56,4,124142,2
32,1,1,1,1,43,2,2,2,1,1,57,0,1,1,9,47051,53452,4,2,0,0,1,1,56,4,82452,2
26,2,1,2,1,43,2,2,2,1,1,57,0,1,1,10,35401,0,4,2,0,0,2,1,56,4,82452,2
26,1,1,2,1,39,2,2,2,2,1,57,0,1,1,6,32400,31900,4,2,0,0,1,1,56,4,55900,2
23,2,1,2,1,39,2,2,3,2,1,57,0,1,1,11,23500,0,4,2,0,0,2,1,56,4,55900,2
38,1,1,2,1,39,2,2,2,1,1,57,0,1,1,2,112000,128000,4,2,0,0,1,1,56,4,152000,2
30,2,1,2,1,41,2,2,2,1,1,57,0,1,1,11,40000,0,4,2,0,0,2,1,56,4,152000,2
38,1,1,2,1,42,2,2,2,1,1,57,0,1,1,5,37202,207236,4,1,1,6144,1,1,56,4,244436,2
38,2,1,2,1,43,1,2,3,1,1,57,0,1,1,8,207234,0,4,2,0,0,2,1,56,4,244436,2
38,1,1,2,5,42,1,1,4,1,1,57,0,1,6,6,35750,6005,4,1,1,7200,1,1,56,4,35750,2
36,1,1,2,1,40,2,2,2,1,1,57,0,1,1,8,32500,40501,4,2,0,0,1,1,56,4,64501,2
27,2,1,2,1,39,2,2,2,1,1,57,0,1,1,8,32001,0,4,2,0,0,2,1,56,4,64501,2
25,1,1,2,7,40,2,2,1,1,1,57,0,1,1,10,12000,0,1,2,0,0,1,1,56,4,40501,2
36,1,1,2,7,39,1,2,2,1,1,57,0,1,2,10,58010,46010,4,2,0,0,1,1,56,4,58010,2
34,1,1,1,1,43,2,2,2,1,1,57,0,1,1,5,136256,112256,4,2,0,0,1,1,56,4,136256,2
34,2,4,2,1,42,2,2,3,1,4,368,14,1,1,5,0,0,4,2,0,0,2,1,56,4,136256,2
29,2,1,2,7,39,2,2,1,1,1,57,0,4,4,10,2000,0,4,2,0,0,5,1,56,4,42593,2
37,1,1,2,7,39,2,2,4,1,1,57,0,1,1,2,20000,8000,4,2,0,0,1,1,56,4,20000,2
37,1,1,2,1,41,1,2,3,1,1,57,0,1,1,3,59280,71280,4,2,0,0,1,1,56,4,95280,2
35,2,1,2,1,43,1,2,3,1,1,57,0,1,1,10,36000,0,4,2,0,0,2,1,56,4,95280,2
24,1,2,2,7,39,2,2,1,2,1,57,0,1,1,11,9999,0,1,2,0,0,1,1,56,4,9999,2
24,1,1,1,7,39,2,2,2,2,1,57,0,1,1,11,13000,1000,4,2,0,0,5,1,56,4,85000,2
31,1,1,2,7,37,2,2,3,2,1,57,0,1,1,5,0,0,4,2,0,0,5,1,56,4,73502,2
34,2,1,2,1,41,1,2,2,1,1,57,0,1,1,10,36001,103170,4,2,0,0,1,1,56,4,131018,2
25,2,1,2,7,39,2,2,3,1,1,57,0,6,0,0,0,0,4,2,0,0,5,1,56,4,104025,2
30,1,1,2,1,44,1,2,1,1,1,57,0,1,1,10,79200,108910,4,2,0,0,1,1,56,4,132910,2
28,2,1,1,1,44,2,2,2,1,1,57,0,1,3,13,53710,0,4,2,0,0,2,1,56,4,132910,2
26,2,1,1,2,39,2,2,1,1,1,57,0,7,0,0,0,0,4,2,0,0,2,1,56,4,75001,2
24,2,1,1,7,40,2,2,2,1,1,57,0,1,1,10,15203,0,4,2,0,0,5,1,56,4,79518,2
34,2,1,1,1,35,2,2,3,2,5,303,23,4,1,5,15000,21000,4,2,0,0,1,1,56,4,45000,2
36,1,1,1,1,33,2,2,1,2,5,303,19,4,1,3,30000,0,4,2,0,0,2,1,56,4,45000,2
37,1,1,1,1,39,1,2,2,1,1,57,0,1,1,6,35036,51536,4,2,0,0,1,1,56,4,78536,2
33,2,1,2,7,39,2,1,3,1,1,57,0,7,0,0,2000,0,1,2,0,0,1,1,56,4,2000,2
37,2,1,2,1,39,2,2,2,1,5,104,20,7,0,0,0,0,4,2,0,0,2,1,56,4,65003,2
31,1,4,2,7,39,2,1,4,1,1,57,0,6,0,0,0,0,4,2,0,0,5,1,56,4,88210,2
30,2,1,2,2,44,1,2,2,1,1,57,0,1,1,10,90051,196051,4,2,0,0,1,1,56,4,220051,2
28,2,1,2,5,40,2,2,5,2,3,110,12,1,1,10,26400,3600,4,2,0,0,5,1,56,4,126410,2
37,1,1,2,5,39,2,2,2,1,1,57,0,1,1,5,35000,23000,3,2,0,0,1,1,56,4,68968,2
35,2,1,2,1,41,1,2,2,1,1,57,0,7,0,0,0,0,4,2,0,0,2,1,56,4,90000,2
36,1,1,2,1,40,2,2,2,1,1,57,0,1,2,13,56013,32014,2,2,0,0,1,1,56,4,56014,2
36,2,1,2,1,40,2,2,2,1,1,57,0,7,0,0,1,0,2,2,0,0,2,1,56,4,56014,2
33,1,1,2,1,43,2,2,2,1,1,57,0,1,1,5,68500,44500,4,2,0,0,1,1,56,4,68500,2
31,2,1,2,1,39,2,2,3,1,1,57,0,7,0,0,0,0,4,2,0,0,2,1,56,4,68500,2
34,2,4,2,1,43,2,2,3,1,5,233,23,7,0,0,5216,0,4,2,0,0,2,1,56,4,93466,2
37,1,2,2,7,40,2,2,3,2,5,333,25,1,1,11,43310,31310,4,2,0,0,1,1,56,4,43310,2
34,2,9,2,1,42,2,2,3,1,1,57,0,4,1,4,15521,96122,4,2,0,0,1,1,56,4,120122,2
37,1,1,2,1,44,2,2,3,1,1,57,0,1,3,13,104601,0,4,2,0,0,2,1,56,4,120122,2
29,1,1,2,1,41,2,2,1,1,1,57,0,1,1,3,48216,66467,4,2,0,0,1,2,56,4,90467,2
28,2,1,2,1,44,1,2,2,1,1,57,0,1,4,10,42251,0,4,2,0,0,2,2,56,4,90467,2
34,1,1,2,7,39,2,2,1,1,1,57,0,1,1,6,40000,28000,4,2,0,0,1,2,56,4,133660,2
28,2,1,2,1,43,1,2,2,1,1,57,0,7,0,0,0,10539,3,2,0,0,1,2,56,4,40000,2
31,1,1,2,1,40,2,2,2,1,1,57,0,1,6,1,40000,0,3,2,0,0,2,2,56,4,40000,2
28,2,1,2,6,40,2,2,2,1,1,57,0,1,1,7,0,0,1,2,0,0,1,2,56,4,0,2
31,2,1,2,1,43,2,2,1,1,1,57,0,2,4,10,4019,80019,4,2,0,0,1,2,56,4,104019,2
34,1,1,2,1,39,2,2,1,1,1,57,0,1,1,5,100000,0,4,2,0,0,2,2,56,4,104019,2
24,1,1,1,7,37,1,2,1,1,1,57,0,1,1,5,14000,0,1,2,0,0,1,2,56,4,14000,2
29,1,1,2,7,39,2,2,3,1,1,57,0,7,0,0,0,0,4,2,0,0,5,2,56,4,105402,2
27,2,1,2,7,43,2,2,2,2,1,57,0,1,1,7,16543,4543,4,2,0,0,5,2,56,4,105402,2
25,1,1,2,7,36,2,2,3,2,1,57,0,7,0,0,0,0,4,2,0,0,6,2,56,4,39259,2
23,1,1,2,7,36,2,2,3,2,1,57,0,7,0,0,0,0,4,2,0,0,6,2,56,4,39259,2
32,2,1,2,4,40,2,2,2,2,1,57,0,1,1,5,37655,7853,3,2,0,0,1,2,56,4,67655,2
28,2,1,2,7,44,1,2,2,1,1,57,0,1,1,10,60000,48000,4,2,0,0,1,2,56,4,60000,2
32,2,1,2,1,43,1,2,2,1,1,57,0,7,0,0,51,49562,4,2,0,0,1,2,56,4,65562,2
38,1,1,2,1,40,2,2,2,1,1,57,0,1,1,6,65511,0,4,2,0,0,2,2,56,4,65562,2
35,2,1,2,1,40,2,2,1,2,1,57,0,1,1,6,48000,120000,4,2,0,0,1,2,56,4,144000,2
38,1,1,2,1,39,2,2,1,2,1,57,0,1,1,6,96000,0,4,2,0,0,2,2,56,4,144000,2
30,1,1,2,1,41,2,2,2,2,1,57,0,1,6,5,22510,0,4,2,0,0,2,2,56,4,45010,2
35,1,1,2,1,39,2,2,3,1,1,57,0,1,1,10,38000,25837,4,1,1,20000,1,2,56,4,50623,2
31,2,1,2,1,39,2,2,3,2,1,57,0,1,1,5,12623,0,4,2,0,0,2,2,56,4,50623,2
25,2,5,2,7,39,2,2,2,1,1,57,0,7,0,0,0,0,1,2,0,0,1,2,56,4,0,2
28,2,1,2,7,39,2,2,2,2,1,57,0,7,0,0,0,0,1,2,0,0,1,2,56,4,124000,2
26,1,1,1,7,39,1,2,2,1,1,57,0,2,6,3,130000,84109,4,2,0,0,5,2,56,4,216000,2
26,2,1,1,1,43,2,2,2,1,1,57,0,7,0,0,0,75000,4,2,0,0,1,2,56,4,99000,2
30,1,1,2,1,44,2,2,2,1,1,57,0,1,4,6,99000,0,4,2,0,0,2,2,56,4,99000,2
36,2,1,2,1,44,1,2,2,1,1,57,0,1,4,10,55000,0,4,2,0,0,2,2,56,4,125000,2
25,1,1,2,7,39,2,1,3,1,1,57,0,7,0,0,1632,0,4,2,0,0,5,2,56,4,106797,2
36,2,1,2,1,39,2,2,1,1,1,57,0,7,0,0,0,0,1,2,0,0,2,2,56,4,20002,2
31,2,1,2,1,41,2,2,2,2,1,57,0,7,0,0,0,0,1,2,0,0,1,2,56,4,0,2
31,1,1,2,1,39,2,2,2,2,1,57,0,7,0,0,0,0,1,2,0,0,2,2,56,4,0,2
27,2,1,2,7,41,2,2,3,1,1,57,0,1,4,10,35000,23000,4,2,0,0,1,2,56,4,91000,2
33,2,1,2,1,40,1,2,2,2,1,57,0,1,6,10,50791,262797,4,2,0,0,1,2,56,4,296801,2
25,2,1,1,1,43,1,2,2,1,5,303,18,1,6,9,12268,80140,4,2,0,0,1,2,56,4,106208,2
29,1,1,1,1,40,1,2,2,1,1,57,0,1,1,2,93940,0,4,2,0,0,2,2,56,4,106208,2
32,1,1,2,1,39,2,2,3,1,1,57,0,1,1,2,65300,65300,4,2,0,0,1,2,56,4,89300,2
29,1,1,2,1,39,2,2,1,1,1,57,0,2,1,6,45000,21000,4,2,0,0,1,2,56,4,49800,2
26,2,1,2,1,39,2,2,1,1,1,57,0,7,0,0,4800,0,4,2,0,0,2,2,56,4,49800,2
35,2,1,2,1,40,1,2,3,2,1,57,0,7,0,0,0,24000,4,2,0,0,1,2,56,4,48000,2
38,1,1,2,1,39,2,2,3,1,1,57,0,1,1,3,48000,0,4,2,0,0,2,2,56,4,48000,2
29,1,1,2,7,39,2,2,3,2,1,57,0,1,1,2,50015,38015,4,2,0,0,1,2,56,4,50015,2
37,1,1,2,1,41,1,2,2,1,1,57,0,1,1,2,59002,0,4,1,1,8400,2,2,56,4,95814,2
31,1,1,2,1,41,1,2,1,1,1,57,0,1,1,2,82020,53020,4,2,0,0,1,2,56,4,82120,2
27,2,1,2,1,40,2,2,1,1,1,57,0,7,0,0,100,0,4,2,0,0,2,2,56,4,82120,2
35,2,1,2,1,40,2,2,1,1,1,57,0,1,4,10,7500,0,4,2,0,0,2,2,56,4,104500,2
27,2,1,2,6,40,2,2,1,1,1,57,0,7,0,0,2,0,1,2,0,0,1,2,56,4,69002,2
30,1,1,2,5,39,2,2,2,1,1,57,0,1,1,2,81764,69764,4,1,1,9700,1,2,56,4,81764,2
33,1,1,1,5,40,2,2,3,2,1,57,0,1,1,9,34652,22002,4,2,0,0,5,2,56,4,135662,1
37,1,1,2,1,40,2,2,3,1,1,57,0,1,1,3,92000,128740,4,2,0,0,1,2,56,4,152740,2
35,2,1,2,1,44,2,2,3,1,1,57,0,1,4,10,60740,0,4,2,0,0,2,2,56,4,152740,2
32,2,1,2,1,39,2,2,1,1,1,57,0,1,4,10,60055,136062,4,2,0,0,1,2,56,4,160062,2
35,1,1,2,1,42,1,2,1,1,1,57,0,1,1,4,100007,0,4,2,0,0,2,2,56,4,160062,2
38,1,1,2,1,40,1,2,2,1,1,57,0,1,1,2,19060,55228,4,2,0,0,1,2,56,4,84228,2
37,2,1,2,1,43,2,2,2,1,1,57,0,1,1,10,65168,0,4,2,0,0,2,2,56,4,84228,2
27,1,1,2,7,40,2,2,2,1,1,57,0,1,1,3,60000,48000,4,2,0,0,1,2,56,4,60000,2
36,2,1,2,1,42,1,2,3,2,1,57,0,1,1,10,40000,76000,4,2,0,0,1,2,56,4,100000,2
38,1,1,2,1,39,1,2,2,2,1,57,0,1,1,2,60000,0,4,2,0,0,2,2,56,4,100000,2
25,2,1,2,1,40,2,2,1,1,1,57,0,1,1,10,10700,33500,4,2,0,0,1,2,56,4,57500,2
29,1,1,2,1,39,2,2,1,1,1,57,0,1,1,3,46800,0,4,2,0,0,2,2,56,4,57500,2
31,2,1,2,1,42,1,2,2,1,1,57,0,3,4,10,8100,0,2,2,0,0,1,2,56,4,30100,2
38,1,1,2,1,39,2,2,2,1,1,57,0,1,1,5,22000,0,2,1,1,4800,2,2,56,4,30100,2
23,1,1,2,7,39,2,2,1,1,1,57,0,7,0,0,0,0,4,2,0,0,5,2,56,4,50235,2
35,1,1,2,7,43,2,2,3,2,1,57,0,1,6,12,35000,16422,4,2,0,0,1,2,56,4,35000,2
38,2,1,2,5,39,2,2,3,2,1,57,0,1,1,5,36580,8500,3,2,0,0,1,2,56,4,38020,2
26,2,1,1,7,35,2,2,1,1,1,57,0,1,1,5,58960,45260,4,2,0,0,1,2,56,4,58960,2
28,2,1,2,7,39,2,2,2,1,1,57,0,1,6,3,60156,30214,4,2,0,0,1,2,56,4,222162,2
24,2,1,2,1,39,2,2,3,1,1,57,0,1,1,11,12600,24002,4,2,0,0,1,2,56,4,48602,2
30,1,1,2,1,37,2,2,3,1,1,57,0,4,1,4,36002,0,4,2,0,0,2,2,56,4,48602,2
26,1,3,2,7,39,2,2,1,1,1,57,0,1,1,2,69000,57000,4,2,0,0,1,2,56,4,69000,2
35,2,1,2,1,42,1,2,1,1,1,57,0,1,1,5,77115,122418,4,2,0,0,1,2,56,4,147918,2
36,1,1,2,1,42,1,2,1,1,1,57,0,1,1,5,70803,0,4,2,0,0,2,2,56,4,147918,2
37,2,7,2,1,40,1,2,2,1,1,57,0,1,4,10,6105,72726,4,2,0,0,1,2,56,4,100226,2
34,1,1,2,7,39,1,2,2,1,1,57,0,1,1,2,115037,99257,4,1,1,9600,1,2,56,4,162038,2
38,2,1,2,1,43,1,2,1,1,1,57,0,7,0,0,0,160000,4,2,0,0,1,2,56,4,184000,2
35,1,1,2,1,43,1,2,1,1,1,57,0,1,1,8,184000,0,4,2,0,0,2,2,56,4,184000,2
36,2,1,2,1,43,2,2,2,1,5,414,21,7,0,0,0,51000,4,2,0,0,1,2,56,4,80000,2
25,1,1,2,7,43,1,2,1,1,1,57,0,1,3,10,24400,0,4,2,0,0,1,2,56,4,24400,1
34,1,1,2,1,40,2,2,1,2,1,57,0,1,1,9,44765,49765,4,2,0,0,1,2,56,4,73765,2
31,2,1,2,1,40,2,2,1,2,1,57,0,1,1,5,29000,0,4,2,0,0,2,2,56,4,73765,2
23,1,1,2,7,43,2,2,2,1,1,57,0,1,1,3,23150,2666,4,2,0,0,1,2,56,4,32655,1
36,1,1,2,7,39,2,2,2,1,1,57,0,1,1,2,88789,76789,4,2,0,0,1,2,56,4,89114,2
28,1,1,2,7,40,2,1,4,1,1,57,0,1,1,10,15131,0,2,2,0,0,1,2,56,4,15131,2
26,1,1,2,1,42,1,2,1,1,1,57,0,1,1,5,14423,9760,4,2,0,0,1,2,56,4,41443,2
23,2,1,2,1,43,1,2,1,1,1,57,0,1,3,10,27020,0,4,2,0,0,2,2,56,4,41443,2
23,2,1,2,7,43,2,2,1,1,1,57,0,7,0,0,8002,0,1,2,0,0,6,2,56,4,15203,2
34,2,1,2,1,44,1,2,2,1,1,57,0,7,0,0,12901,95912,4,2,0,0,1,2,56,4,129912,2
29,2,1,1,7,40,2,2,3,2,1,57,0,1,3,10,9600,0,4,2,0,0,5,2,56,4,106912,2
24,2,1,1,7,40,2,2,3,1,1,57,0,1,3,11,4100,0,4,2,0,0,5,2,56,4,106912,2
35,1,1,2,1,43,2,2,2,1,1,57,0,1,3,10,50093,68179,4,2,0,0,1,2,56,4,92179,2
29,2,1,2,1,43,1,2,1,1,1,57,0,1,3,10,42086,0,4,2,0,0,2,2,56,4,92179,2
35,1,1,2,1,39,2,2,1,1,1,57,0,1,1,4,60021,36022,4,2,0,0,1,2,56,4,60022,2
33,2,1,1,1,42,2,2,1,1,1,57,0,7,0,0,1,0,4,2,0,0,2,2,56,4,60022,2
31,2,1,2,1,43,2,2,1,1,1,57,0,7,0,0,1,2802,1,2,0,0,1,2,56,4,29802,2
30,1,1,2,1,44,2,2,2,1,1,57,0,1,3,10,29801,0,1,2,0,0,2,2,56,4,29802,2
25,2,4,2,7,43,2,2,3,1,5,211,25,1,3,10,16000,4000,2,2,0,0,1,2,56,4,16000,2
23,1,1,1,7,39,2,2,2,1,1,57,0,1,1,4,42001,30001,4,2,0,0,1,2,56,4,77001,2
32,2,1,2,7,43,2,2,3,2,1,57,0,1,1,12,45000,33000,4,2,0,0,1,2,56,4,57000,2
31,2,1,2,1,43,1,2,2,1,1,57,0,1,1,10,41020,47770,4,2,0,0,1,2,56,4,71770,2
29,1,1,2,1,40,1,2,2,1,3,139,12,1,1,3,30750,0,4,2,0,0,2,2,56,4,71770,2
31,1,1,2,7,40,2,2,3,1,1,57,0,1,1,5,30000,18000,4,2,0,0,1,2,56,4,30000,2
26,1,1,1,7,44,2,2,2,1,1,57,0,7,0,0,3001,0,1,2,0,0,1,2,56,4,3001,1
26,2,3,1,7,43,2,2,2,2,1,57,0,1,1,10,38001,20001,3,2,0,0,1,2,56,4,83001,2
36,1,1,1,1,40,2,2,2,1,1,57,0,1,2,6,45980,80560,4,2,0,0,1,2,56,4,104560,2
